,neighborhood,name,distance,category,address,display_phone,price,rating,review_count,url,latitude,longitude
3066,LENTS,Oliver's Cafe,684.682662928,Breakfast & Brunch,8931 SE Foster Rd,(503) 954-2831,$,4.0,169,https://www.yelp.com/biz/olivers-cafe-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4807551205,-122.571524531
3067,LENTS,Taqueria El Capullo,988.787266903,Mexican,8601 SE Foster Rd,(503) 268-3653,,3.5,2,https://www.yelp.com/biz/taqueria-el-capullo-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4816186948,-122.574687861
3068,LENTS,El Nutri Taco,995.070790092,Mexican,8438 SE Woodstock Blvd,(503) 788-3492,$,4.5,115,https://www.yelp.com/biz/el-nutri-taco-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.47915,-122.57598
3069,LENTS,A Little Nectar,1093.52593045,Coffee & Tea,8320 SE Woodstock Blvd,(971) 278-4521,$$,5.0,9,https://www.yelp.com/biz/a-little-nectar-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.47922,-122.57727
3070,LENTS,JC Rice Noodle Shop & Restaurant,1134.25607277,Chinese,8405 SE Foster Rd,(503) 788-1668,$,4.5,57,https://www.yelp.com/biz/jc-rice-noodle-shop-and-restaurant-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.48213,-122.57646
3071,LENTS,Hing Ming Restaurant,1177.28300077,Chinese,8340 SE Foster Rd,(503) 775-3154,$,1.5,2,https://www.yelp.com/biz/hing-ming-restaurant-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.48193,-122.5772
3072,LENTS,Golden Dynasty,1199.44238947,Chinese,11128 SE Foster Rd,(503) 762-8868,$,3.5,64,https://www.yelp.com/biz/golden-dynasty-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4757804871,-122.548278809
3073,LENTS,K-Town Korean BBQ,1212.33465128,Korean,5450 SE 82nd Ave,(503) 444-7700,$$,3.5,276,https://www.yelp.com/biz/k-town-korean-bbq-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.48255938,-122.577218626
3074,LENTS,Sushi & Sushi,1222.11090898,Sushi Bars,5428 SE 82nd Ave,(503) 775-7878,$,3.0,98,https://www.yelp.com/biz/sushi-and-sushi-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4827352122,-122.577226561
3075,LENTS,Chinese Delicacy,1239.30010858,Chinese,6411 SE 82nd Ave,(503) 775-2598,$$,4.0,74,https://www.yelp.com/biz/chinese-delicacy-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.47656,-122.57938
3076,LENTS,EC Kitchen,1242.98844227,Chinese,6335 SE 82nd Ave,(503) 788-6306,$,4.0,65,https://www.yelp.com/biz/ec-kitchen-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4769099,-122.5794
3077,LENTS,El Bello,1304.62112704,Mexican,5703 SE 82nd Ave,(971) 266-8836,$,4.5,13,https://www.yelp.com/biz/el-bello-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4816802843,-122.579086013
3078,LENTS,Bun Bo Hue Restaurant,1347.76479656,Vietnamese,7002 SE 82nd Ave,(503) 771-1141,$,4.0,216,https://www.yelp.com/biz/bun-bo-hue-restaurant-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.472159,-122.5790222
3079,LENTS,Pho Vietnam,1364.17113273,Vietnamese,5440 SE 82nd Ave,(503) 772-2148,$,4.0,112,https://www.yelp.com/biz/pho-vietnam-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4828928411,-122.578891218
3080,LENTS,Takahashi Restaurant,1438.04040199,Japanese,10324 SE Holgate Blvd,(503) 760-8135,$$,3.5,171,https://www.yelp.com/biz/takahashi-restaurant-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.48946,-122.5566
3081,LENTS,Timeout Deli & Pub,1444.42990022,Delis,10318 SE Holgate Blvd,(503) 761-1296,$$,3.0,4,https://www.yelp.com/biz/timeout-deli-and-pub-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.48946,-122.5566
3082,LENTS,Nam Vang Noodle House,1508.46693895,Vietnamese,5253 SE 82th Ave,(503) 477-6659,$,5.0,9,https://www.yelp.com/biz/nam-vang-noodle-house-portland-4?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.48428,-122.57992
3083,LENTS,82nd Street Bar & Grill,1514.98664888,Restaurants,5028 SE 82nd Ave,(503) 788-7196,$,4.0,17,https://www.yelp.com/biz/82nd-street-bar-and-grill-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4860267639,-122.578514099
3084,LENTS,Amigos Del Sol Mexican Restaurant,1557.21653515,Mexican,8202 SE Flavel St,(503) 445-6245,$,4.0,91,https://www.yelp.com/biz/amigos-del-sol-mexican-restaurant-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.46851,-122.57877
3085,LENTS,Pupuseria El Buen Gusto,1629.84476187,Salvadoran,7732 SE 82nd Ave,(503) 477-4402,$,4.0,49,https://www.yelp.com/biz/pupuseria-el-buen-gusto-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.46745,-122.57872
3086,LENTS,H K Café,1838.50840666,Dim Sum,4410 SE 82nd Ave,(503) 771-8866,$$,3.5,481,https://www.yelp.com/biz/h-k-caf%C3%A9-portland-3?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4907694,-122.5786851
3087,LENTS,L&L Hawaiian Barbecue,1853.64569777,Hawaiian,4328 SE 82nd Ave,(503) 200-5599,$,2.5,91,https://www.yelp.com/biz/l-and-l-hawaiian-barbecue-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.490464,-122.57835
3088,LENTS,Traditional Russian Cuisine,1856.56069531,Russian,5235 NE Sandy Blvd,(503) 449-1531,$$,4.5,19,https://www.yelp.com/biz/traditional-russian-cuisine-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4648256,-122.5790503
3089,LENTS,Subway,1887.12157911,Sandwiches,4328 SE 82nd Ave,(503) 771-5042,$$,2.5,8,https://www.yelp.com/biz/subway-portland-28?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.491236,-122.5786851
3090,LENTS,Gyro House Mediterranean Grill,1948.22451742,Mediterranean,8140 SE Cora St,(503) 206-8000,$,4.0,201,https://www.yelp.com/biz/gyro-house-mediterranean-grill-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4911995,-122.5790863
3091,LENTS,The Good & Evil Wrap,1955.76910334,Food Trucks,8145 SE 82nd Ave,(503) 707-4695,$,4.5,63,https://www.yelp.com/biz/the-good-and-evil-wrap-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.463878,-122.579423
3092,LENTS,Teppanyaki Hut,1983.74619177,Japanese,8145 SE 82nd Ave,(503) 984-6188,$,4.0,18,https://www.yelp.com/biz/teppanyaki-hut-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4636499998,-122.579589933
3093,LENTS,The Rock House Grill,1987.04131542,Burgers,8145 SE 82nd Ave,(503) 564-8548,$,4.5,63,https://www.yelp.com/biz/the-rock-house-grill-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4635145966,-122.579423096
3094,LENTS,When Pigs Fry,1989.64989463,Food Trucks,8145 SE 82nd Ave,(971) 280-0895,$$,5.0,15,https://www.yelp.com/biz/when-pigs-fry-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4636497498,-122.579589844
3095,LENTS,Mizu Ramen,1989.64989463,Ramen,8145 SE 82nd Ave,(503) 484-0776,$,4.5,55,https://www.yelp.com/biz/mizu-ramen-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.46365,-122.57959
3096,LENTS,"Ooh, Pasta!",1989.64989463,Italian,8145 SE 82nd Ave,(503) 898-0369,$,4.5,66,https://www.yelp.com/biz/ooh-pasta-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4635179,-122.5794757
3097,LENTS,Baked N' Boned,1989.64989463,Food Trucks,8145 SE 82nd Ave,(360) 977-0658,$,4.5,7,https://www.yelp.com/biz/baked-n-boned-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.46365,-122.57959
3098,LENTS,Best Taste of India,1989.64989463,Indian,8145 SE 82nd Ave,(971) 325-8899,$,4.5,43,https://www.yelp.com/biz/best-taste-of-india-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.46365,-122.57959
3099,LENTS,Oc House,2009.67861373,Vietnamese,4229 SE 82nd Ave,(503) 841-5610,$$,4.0,31,https://www.yelp.com/biz/oc-house-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.49162,-122.57932
3100,LENTS,Hometown Pizza,2024.78999446,Pizza,5902 SE 72nd Ave,(503) 771-1983,$,4.0,37,https://www.yelp.com/biz/hometown-pizza-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.480235,-122.589143
3101,LENTS,Wingstop,2034.8082969,Chicken Wings,4124 SE 82nd Ave,(503) 771-9464,$$,3.5,99,https://www.yelp.com/biz/wingstop-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4926287847,-122.578061576
3102,LENTS,Tina's Corner,2051.73372568,Desserts,5515 SE 122nd Ave,(503) 760-4353,$,3.5,74,https://www.yelp.com/biz/tinas-corner-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.48284,-122.53842
3103,LENTS,Fujiyama Sushi Bar & Grill,2052.58973362,Sushi Bars,4124 SE 82nd Ave,(503) 775-2019,$$,3.5,197,https://www.yelp.com/biz/fujiyama-sushi-bar-and-grill-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.492727241,-122.578268873
3104,LENTS,Lee's Sandwiches,2060.6874497,Sandwiches,4124 SE 82nd Ave,(503) 206-4218,$,3.0,120,https://www.yelp.com/biz/lees-sandwiches-portland-3?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.492927066,-122.578023827
3105,LENTS,Happy Teriyaki # 5,2076.76668751,Restaurants,4104 SE 82nd Ave,(503) 772-4651,$,3.5,19,https://www.yelp.com/biz/happy-teriyaki-5-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.492576,-122.5786551
3106,LENTS,Arleta Library Bakery Cafe,2111.52440816,Breakfast & Brunch,5513 SE 72nd Ave,(503) 774-4470,$$,4.0,386,https://www.yelp.com/biz/arleta-library-bakery-cafe-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.48285,-122.58956
3107,LENTS,KingPins,2122.48900251,Arcades,3550 SE 92nd Ave,(503) 788-7889,$$,4.5,58,https://www.yelp.com/biz/kingpins-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4963951111,-122.567962646
3108,LENTS,Qué Bacano!,2153.3527641,Colombian,7238 SE Foster Rd,(971) 300-1248,$,4.0,19,https://www.yelp.com/biz/qu%C3%A9-bacano-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4859695,-122.5886307
3109,LENTS,Jouk Li Jou,2156.0488914,Haitian,7238 SE Foster Rd,(503) 957-6184,$,4.5,35,https://www.yelp.com/biz/jouk-li-jou-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4859526,-122.5883312
3110,LENTS,Portland Mercado,2156.0488914,Mexican,7238 SE Foster Rd,,$,4.5,114,https://www.yelp.com/biz/portland-mercado-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.48597,-122.58863
3111,LENTS/POWELLHURST-GILBERT,Original Sub Factory,323.222758505,Sandwiches,10139 SE Foster Rd,(503) 788-6305,$,4.5,66,https://www.yelp.com/biz/original-sub-factory-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4771851,-122.5593478
3112,LENTS/POWELLHURST-GILBERT,Taqueria El Cazador,358.633694168,Mexican,10151 SE Foster Rd,(503) 788-3119,$,4.0,57,https://www.yelp.com/biz/taqueria-el-cazador-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4772787458,-122.558886953
3113,LENTS/POWELLHURST-GILBERT,Lents 1 Stop Market,444.434610197,Convenience Stores,9213 SE Foster Rd,(503) 470-9594,,5.0,1,https://www.yelp.com/biz/lents-1-stop-market-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.47987,-122.56802
3114,LENTS/POWELLHURST-GILBERT,El Pato Feliz,497.89841387,Mexican,5824 SE 92nd Ave,(503) 772-1037,$,4.0,104,https://www.yelp.com/biz/el-pato-feliz-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.48015,-122.56818
3115,LENTS/POWELLHURST-GILBERT,Zoiglhaus Brewing Company,540.751597522,Breweries,5716 SE 92nd Ave,(971) 339-2374,$$,4.0,154,https://www.yelp.com/biz/zoiglhaus-brewing-company-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4809684753,-122.568183899
3116,LENTS/POWELLHURST-GILBERT,Oliver's Cafe,684.682662928,Breakfast & Brunch,8931 SE Foster Rd,(503) 954-2831,$,4.0,169,https://www.yelp.com/biz/olivers-cafe-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4807551205,-122.571524531
3117,LENTS/POWELLHURST-GILBERT,Taqueria El Capullo,988.787266903,Mexican,8601 SE Foster Rd,(503) 268-3653,,3.5,2,https://www.yelp.com/biz/taqueria-el-capullo-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4816186948,-122.574687861
3118,LENTS/POWELLHURST-GILBERT,El Nutri Taco,995.070790092,Mexican,8438 SE Woodstock Blvd,(503) 788-3492,$,4.5,115,https://www.yelp.com/biz/el-nutri-taco-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.47915,-122.57598
3119,LENTS/POWELLHURST-GILBERT,A Little Nectar,1093.52593045,Coffee & Tea,8320 SE Woodstock Blvd,(971) 278-4521,$$,5.0,9,https://www.yelp.com/biz/a-little-nectar-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.47922,-122.57727
3120,LENTS/POWELLHURST-GILBERT,JC Rice Noodle Shop & Restaurant,1134.25607277,Chinese,8405 SE Foster Rd,(503) 788-1668,$,4.5,57,https://www.yelp.com/biz/jc-rice-noodle-shop-and-restaurant-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.48213,-122.57646
3121,LENTS/POWELLHURST-GILBERT,Hing Ming Restaurant,1177.28300077,Chinese,8340 SE Foster Rd,(503) 775-3154,$,1.5,2,https://www.yelp.com/biz/hing-ming-restaurant-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.48193,-122.5772
3122,LENTS/POWELLHURST-GILBERT,Golden Dynasty,1199.44238947,Chinese,11128 SE Foster Rd,(503) 762-8868,$,3.5,64,https://www.yelp.com/biz/golden-dynasty-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4757804871,-122.548278809
3123,LENTS/POWELLHURST-GILBERT,K-Town Korean BBQ,1212.33465128,Korean,5450 SE 82nd Ave,(503) 444-7700,$$,3.5,276,https://www.yelp.com/biz/k-town-korean-bbq-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.48255938,-122.577218626
3124,LENTS/POWELLHURST-GILBERT,Sushi & Sushi,1222.11090898,Sushi Bars,5428 SE 82nd Ave,(503) 775-7878,$,3.0,98,https://www.yelp.com/biz/sushi-and-sushi-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4827352122,-122.577226561
3125,LENTS/POWELLHURST-GILBERT,Chinese Delicacy,1239.30010858,Chinese,6411 SE 82nd Ave,(503) 775-2598,$$,4.0,74,https://www.yelp.com/biz/chinese-delicacy-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.47656,-122.57938
3126,LENTS/POWELLHURST-GILBERT,EC Kitchen,1242.98844227,Chinese,6335 SE 82nd Ave,(503) 788-6306,$,4.0,65,https://www.yelp.com/biz/ec-kitchen-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4769099,-122.5794
3127,LENTS/POWELLHURST-GILBERT,El Bello,1304.62112704,Mexican,5703 SE 82nd Ave,(971) 266-8836,$,4.5,13,https://www.yelp.com/biz/el-bello-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4816802843,-122.579086013
3128,LENTS/POWELLHURST-GILBERT,Bun Bo Hue Restaurant,1347.76479656,Vietnamese,7002 SE 82nd Ave,(503) 771-1141,$,4.0,216,https://www.yelp.com/biz/bun-bo-hue-restaurant-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.472159,-122.5790222
3129,LENTS/POWELLHURST-GILBERT,Pho Vietnam,1364.17113273,Vietnamese,5440 SE 82nd Ave,(503) 772-2148,$,4.0,112,https://www.yelp.com/biz/pho-vietnam-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4828928411,-122.578891218
3130,LENTS/POWELLHURST-GILBERT,Takahashi Restaurant,1438.04040199,Japanese,10324 SE Holgate Blvd,(503) 760-8135,$$,3.5,171,https://www.yelp.com/biz/takahashi-restaurant-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.48946,-122.5566
3131,LENTS/POWELLHURST-GILBERT,Timeout Deli & Pub,1444.42990022,Delis,10318 SE Holgate Blvd,(503) 761-1296,$$,3.0,4,https://www.yelp.com/biz/timeout-deli-and-pub-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.48946,-122.5566
3132,LENTS/POWELLHURST-GILBERT,Nam Vang Noodle House,1508.46693895,Vietnamese,5253 SE 82th Ave,(503) 477-6659,$,5.0,9,https://www.yelp.com/biz/nam-vang-noodle-house-portland-4?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.48428,-122.57992
3133,LENTS/POWELLHURST-GILBERT,82nd Street Bar & Grill,1514.98664888,Restaurants,5028 SE 82nd Ave,(503) 788-7196,$,4.0,17,https://www.yelp.com/biz/82nd-street-bar-and-grill-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4860267639,-122.578514099
3134,LENTS/POWELLHURST-GILBERT,Amigos Del Sol Mexican Restaurant,1557.21653515,Mexican,8202 SE Flavel St,(503) 445-6245,$,4.0,91,https://www.yelp.com/biz/amigos-del-sol-mexican-restaurant-portland?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.46851,-122.57877
3135,LENTS/POWELLHURST-GILBERT,Pupuseria El Buen Gusto,1629.84476187,Salvadoran,7732 SE 82nd Ave,(503) 477-4402,$,4.0,49,https://www.yelp.com/biz/pupuseria-el-buen-gusto-portland-2?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.46745,-122.57872
3136,LENTS/POWELLHURST-GILBERT,H K Café,1838.50840666,Dim Sum,4410 SE 82nd Ave,(503) 771-8866,$$,3.5,481,https://www.yelp.com/biz/h-k-caf%C3%A9-portland-3?adjust_creative=6HNzzXI7SPiOg6uz8rMLJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6HNzzXI7SPiOg6uz8rMLJA,45.4907694,-122.5786851
